"","pointid","grid_code","POINT_X","POINT_Y","year","effort","obs"
"17385",604732,0.00783921,-1228566.79481,1305682.2555,2017,1,0
"17386",604733,0.209077,-1227566.79481,1305682.2555,2018,1,0
"17387",604733,0.209077,-1227566.79481,1305682.2555,2021,1,0
"17388",604787,0.139422,-1173566.79481,1305682.2555,2018,1,0
"17389",604968,0.0757442,-992566.79481,1305682.2555,2018,4,0
"17390",604968,0.0757442,-992566.79481,1305682.2555,2020,1,0
"17391",604968,0.0757442,-992566.79481,1305682.2555,2021,3,0
"17392",604972,0.102385,-988566.79481,1305682.2555,2020,1,0
"17393",605080,0.142049,-1958566.79481,1304682.2555,2018,1,0
"17394",605081,0.311997,-1957566.79481,1304682.2555,2018,4,0
"17395",605081,0.311997,-1957566.79481,1304682.2555,2019,2,0
"17396",605081,0.311997,-1957566.79481,1304682.2555,2020,2,0
"17397",605081,0.311997,-1957566.79481,1304682.2555,2021,14,0
"17398",605083,0.150597,-1955566.79481,1304682.2555,2017,5,0
"17399",605083,0.150597,-1955566.79481,1304682.2555,2018,5,0
"17400",605083,0.150597,-1955566.79481,1304682.2555,2019,3,0
"17401",605083,0.150597,-1955566.79481,1304682.2555,2020,2,0
"17402",605083,0.150597,-1955566.79481,1304682.2555,2021,3,0
"17403",605085,0.021074,-1953566.79481,1304682.2555,2020,2,0
"17404",605085,0.021074,-1953566.79481,1304682.2555,2021,2,0
"17405",605139,0.267306,-1899566.79481,1304682.2555,2020,1,0
"17406",605141,0.0796586,-1897566.79481,1304682.2555,2017,3,0
"17407",605141,0.0796586,-1897566.79481,1304682.2555,2018,10,0
"17408",605141,0.0796586,-1897566.79481,1304682.2555,2019,22,0
"17409",605141,0.0796586,-1897566.79481,1304682.2555,2020,7,0
"17410",605141,0.0796586,-1897566.79481,1304682.2555,2021,2,0
"17411",605148,0.318651,-1890566.79481,1304682.2555,2020,1,0
"17412",605155,0.0173692,-1883566.79481,1304682.2555,2019,2,0
"17413",605220,5.55112e-17,-1818566.79481,1304682.2555,2017,2,0
"17414",605220,5.55112e-17,-1818566.79481,1304682.2555,2018,1,0
"17415",605220,5.55112e-17,-1818566.79481,1304682.2555,2019,1,0
"17416",605225,0,-1813566.79481,1304682.2555,2021,1,0
"17417",605227,0.0261637,-1811566.79481,1304682.2555,2021,1,0
"17418",605229,0.00307353,-1809566.79481,1304682.2555,2017,2,0
"17419",605229,0.00307353,-1809566.79481,1304682.2555,2018,1,0
"17420",605229,0.00307353,-1809566.79481,1304682.2555,2019,1,0
"17421",605229,0.00307353,-1809566.79481,1304682.2555,2021,1,0
"17422",605230,0.00132066,-1808566.79481,1304682.2555,2017,2,0
"17423",605230,0.00132066,-1808566.79481,1304682.2555,2018,1,0
"17424",605230,0.00132066,-1808566.79481,1304682.2555,2019,1,0
"17425",605230,0.00132066,-1808566.79481,1304682.2555,2021,1,0
"17426",605233,0.001575,-1805566.79481,1304682.2555,2019,1,0
"17427",605233,0.001575,-1805566.79481,1304682.2555,2021,1,0
"17428",605238,0.00513547,-1800566.79481,1304682.2555,2021,1,0
"17429",605259,0.0185157,-1779566.79481,1304682.2555,2018,1,0
"17430",605260,0.0145644,-1778566.79481,1304682.2555,2018,1,0
"17431",605261,0.0206865,-1777566.79481,1304682.2555,2018,1,0
"17432",605377,0.0613859,-1661566.79481,1304682.2555,2017,1,0
"17433",605384,0.31962,-1654566.79481,1304682.2555,2017,1,0
"17434",605535,0.00472703,-1503566.79481,1304682.2555,2018,1,0
"17435",605548,0.00630139,-1490566.79481,1304682.2555,2020,2,0
"17436",605548,0.00630139,-1490566.79481,1304682.2555,2021,2,0
"17437",605550,0.00482868,-1488566.79481,1304682.2555,2018,1,0
"17438",605552,0.0059556,-1486566.79481,1304682.2555,2018,6,0
"17439",605552,0.0059556,-1486566.79481,1304682.2555,2019,11,0
"17440",605552,0.0059556,-1486566.79481,1304682.2555,2020,7,0
"17441",605552,0.0059556,-1486566.79481,1304682.2555,2021,11,0
"17442",605557,0.0310416,-1481566.79481,1304682.2555,2017,1,0
"17443",605560,0.00796054,-1478566.79481,1304682.2555,2018,1,0
"17444",605573,0.0114101,-1465566.79481,1304682.2555,2020,1,0
"17445",605573,0.0114101,-1465566.79481,1304682.2555,2021,1,0
"17446",605586,0.00193336,-1452566.79481,1304682.2555,2019,1,0
"17447",605588,0.104149,-1450566.79481,1304682.2555,2018,1,0
"17448",605588,0.104149,-1450566.79481,1304682.2555,2020,1,0
"17449",605588,0.104149,-1450566.79481,1304682.2555,2021,1,0
"17450",605591,0.09502,-1447566.79481,1304682.2555,2021,1,0
"17451",605596,0.0234611,-1442566.79481,1304682.2555,2020,1,0
"17452",605603,0.0304859,-1435566.79481,1304682.2555,2017,1,1
"17453",605603,0.0304859,-1435566.79481,1304682.2555,2020,1,0
"17454",605604,0.00919773,-1434566.79481,1304682.2555,2017,2,0
"17455",605604,0.00919773,-1434566.79481,1304682.2555,2018,11,0
"17456",605604,0.00919773,-1434566.79481,1304682.2555,2019,2,0
"17457",605604,0.00919773,-1434566.79481,1304682.2555,2020,36,0
"17458",605604,0.00919773,-1434566.79481,1304682.2555,2021,7,0
"17459",605668,0.239121,-1370566.79481,1304682.2555,2017,4,0
"17460",605670,0.388015,-1368566.79481,1304682.2555,2017,1,0
"17461",605670,0.388015,-1368566.79481,1304682.2555,2018,2,0
"17462",605810,0.0161445,-1228566.79481,1304682.2555,2018,1,0
"17463",605824,0.280571,-1214566.79481,1304682.2555,2021,1,0
"17464",605834,0.295576,-1204566.79481,1304682.2555,2018,1,0
"17465",605834,0.295576,-1204566.79481,1304682.2555,2020,1,0
"17466",605834,0.295576,-1204566.79481,1304682.2555,2021,7,0
"17467",605898,0.305522,-1140566.79481,1304682.2555,2020,1,0
"17468",605901,0.0421565,-1137566.79481,1304682.2555,2020,1,0
"17469",606156,0.128742,-1959566.79481,1303682.2555,2018,1,0
"17470",606156,0.128742,-1959566.79481,1303682.2555,2019,1,0
"17471",606157,0.393771,-1958566.79481,1303682.2555,2019,3,0
"17472",606157,0.393771,-1958566.79481,1303682.2555,2020,5,0
"17473",606157,0.393771,-1958566.79481,1303682.2555,2021,4,0
"17474",606162,0.0193769,-1951566.79481,1303682.2555,2019,5,0
"17475",606162,0.0193769,-1951566.79481,1303682.2555,2020,1,0
"17476",606175,0.121845,-1938566.79481,1303682.2555,2021,1,0
"17477",606184,0.229103,-1929566.79481,1303682.2555,2020,1,0
"17478",606188,0.407321,-1925566.79481,1303682.2555,2020,3,0
"17479",606190,0.377536,-1923566.79481,1303682.2555,2020,2,0
"17480",606217,0.26777,-1896566.79481,1303682.2555,2020,1,0
"17481",606217,0.26777,-1896566.79481,1303682.2555,2021,1,0
"17482",606231,0.244213,-1882566.79481,1303682.2555,2019,2,0
"17483",606231,0.244213,-1882566.79481,1303682.2555,2020,1,0
"17484",606232,0.0252362,-1881566.79481,1303682.2555,2019,1,0
"17485",606295,0.00397078,-1818566.79481,1303682.2555,2017,4,0
"17486",606295,0.00397078,-1818566.79481,1303682.2555,2018,3,0
"17487",606295,0.00397078,-1818566.79481,1303682.2555,2019,2,0
"17488",606295,0.00397078,-1818566.79481,1303682.2555,2020,2,0
"17489",606300,1.11022e-16,-1813566.79481,1303682.2555,2021,1,0
"17490",606301,0.00304832,-1812566.79481,1303682.2555,2021,1,0
"17491",606304,0.0016752,-1809566.79481,1303682.2555,2017,2,0
"17492",606304,0.0016752,-1809566.79481,1303682.2555,2018,2,0
"17493",606304,0.0016752,-1809566.79481,1303682.2555,2019,1,0
"17494",606304,0.0016752,-1809566.79481,1303682.2555,2021,1,0
"17495",606305,0.00264114,-1808566.79481,1303682.2555,2018,1,0
"17496",606311,0.00339251,-1802566.79481,1303682.2555,2018,2,0
"17497",606335,0.0116955,-1778566.79481,1303682.2555,2019,1,0
"17498",606336,0.0184473,-1777566.79481,1303682.2555,2018,1,0
"17499",606336,0.0184473,-1777566.79481,1303682.2555,2020,1,0
"17500",606397,0.00526361,-1716566.79481,1303682.2555,2020,1,0
"17501",606612,0.00580607,-1501566.79481,1303682.2555,2017,4,0
"17502",606612,0.00580607,-1501566.79481,1303682.2555,2018,10,0
"17503",606612,0.00580607,-1501566.79481,1303682.2555,2019,2,0
"17504",606612,0.00580607,-1501566.79481,1303682.2555,2020,2,0
"17505",606612,0.00580607,-1501566.79481,1303682.2555,2021,2,0
"17506",606616,0.0117788,-1497566.79481,1303682.2555,2020,1,0
"17507",606617,0.0029682,-1496566.79481,1303682.2555,2021,1,0
"17508",606619,0.0109633,-1494566.79481,1303682.2555,2019,3,0
"17509",606620,0.00749813,-1493566.79481,1303682.2555,2021,5,0
"17510",606621,0.00452747,-1492566.79481,1303682.2555,2021,2,0
"17511",606624,0.00683453,-1489566.79481,1303682.2555,2018,1,0
"17512",606625,0.00479658,-1488566.79481,1303682.2555,2020,1,0
"17513",606628,0.00190362,-1485566.79481,1303682.2555,2017,5,0
"17514",606628,0.00190362,-1485566.79481,1303682.2555,2019,5,0
"17515",606628,0.00190362,-1485566.79481,1303682.2555,2020,3,0
"17516",606628,0.00190362,-1485566.79481,1303682.2555,2021,1,0
"17517",606629,0.00724677,-1484566.79481,1303682.2555,2018,3,0
"17518",606629,0.00724677,-1484566.79481,1303682.2555,2019,5,0
"17519",606629,0.00724677,-1484566.79481,1303682.2555,2020,10,1
"17520",606629,0.00724677,-1484566.79481,1303682.2555,2021,8,0
"17521",606631,0.0055749,-1482566.79481,1303682.2555,2019,1,0
"17522",606631,0.0055749,-1482566.79481,1303682.2555,2021,1,0
"17523",606632,0.0262555,-1481566.79481,1303682.2555,2018,1,0
"17524",606633,0.00420245,-1480566.79481,1303682.2555,2021,1,0
"17525",606639,0.00715141,-1474566.79481,1303682.2555,2021,1,0
"17526",606644,0.0172224,-1469566.79481,1303682.2555,2019,1,0
"17527",606650,0.0138553,-1463566.79481,1303682.2555,2020,1,0
"17528",606651,0.0168521,-1462566.79481,1303682.2555,2017,1,0
"17529",606655,0.0273609,-1458566.79481,1303682.2555,2019,2,0
"17530",606655,0.0273609,-1458566.79481,1303682.2555,2020,1,0
"17531",606656,0.028066,-1457566.79481,1303682.2555,2018,1,0
"17532",606658,0.0367941,-1455566.79481,1303682.2555,2019,1,0
"17533",606672,0.0212593,-1441566.79481,1303682.2555,2018,1,0
"17534",606672,0.0212593,-1441566.79481,1303682.2555,2019,4,0
"17535",606672,0.0212593,-1441566.79481,1303682.2555,2020,26,0
"17536",606672,0.0212593,-1441566.79481,1303682.2555,2021,27,0
"17537",606677,0.0285204,-1436566.79481,1303682.2555,2020,3,0
"17538",606677,0.0285204,-1436566.79481,1303682.2555,2021,4,0
"17539",606678,0.0124169,-1435566.79481,1303682.2555,2020,1,0
"17540",606678,0.0124169,-1435566.79481,1303682.2555,2021,43,0
"17541",606693,0.158103,-1420566.79481,1303682.2555,2017,1,0
"17542",606694,0.135614,-1419566.79481,1303682.2555,2019,1,0
"17543",606715,0.365933,-1398566.79481,1303682.2555,2020,1,0
"17544",606716,0.243258,-1397566.79481,1303682.2555,2020,1,0
"17545",606717,0.00723989,-1396566.79481,1303682.2555,2017,2,0
"17546",606717,0.00723989,-1396566.79481,1303682.2555,2020,1,0
"17547",606717,0.00723989,-1396566.79481,1303682.2555,2021,3,0
"17548",606746,0.243504,-1367566.79481,1303682.2555,2017,2,0
"17549",606879,0.00342016,-1234566.79481,1303682.2555,2017,1,0
"17550",606884,0.0145363,-1229566.79481,1303682.2555,2017,2,0
"17551",607125,0.0389114,-988566.79481,1303682.2555,2020,2,0
"17552",607230,0.365621,-1959566.79481,1302682.2555,2017,1,0
"17553",607230,0.365621,-1959566.79481,1302682.2555,2020,3,0
"17554",607231,0.105227,-1958566.79481,1302682.2555,2019,1,0
"17555",607231,0.105227,-1958566.79481,1302682.2555,2020,1,0
"17556",607231,0.105227,-1958566.79481,1302682.2555,2021,1,0
"17557",607235,0.0749369,-1949566.79481,1302682.2555,2017,1,0
"17558",607236,0.0583479,-1948566.79481,1302682.2555,2019,1,0
"17559",607237,0.148257,-1947566.79481,1302682.2555,2020,1,0
"17560",607238,0.0456675,-1946566.79481,1302682.2555,2019,1,0
"17561",607246,0.0211813,-1938566.79481,1302682.2555,2017,6,0
"17562",607246,0.0211813,-1938566.79481,1302682.2555,2018,21,0
"17563",607246,0.0211813,-1938566.79481,1302682.2555,2019,12,0
"17564",607246,0.0211813,-1938566.79481,1302682.2555,2020,5,0
"17565",607246,0.0211813,-1938566.79481,1302682.2555,2021,8,0
"17566",607247,0.134703,-1937566.79481,1302682.2555,2020,1,0
"17567",607249,0.054347,-1935566.79481,1302682.2555,2017,1,0
"17568",607249,0.054347,-1935566.79481,1302682.2555,2020,5,0
"17569",607249,0.054347,-1935566.79481,1302682.2555,2021,2,0
"17570",607256,0.466061,-1928566.79481,1302682.2555,2021,2,0
"17571",607260,0.0189519,-1924566.79481,1302682.2555,2021,7,0
"17572",607261,0.0167534,-1923566.79481,1302682.2555,2017,3,0
"17573",607261,0.0167534,-1923566.79481,1302682.2555,2019,8,0
"17574",607261,0.0167534,-1923566.79481,1302682.2555,2020,2,0
"17575",607261,0.0167534,-1923566.79481,1302682.2555,2021,6,0
"17576",607281,0.439177,-1903566.79481,1302682.2555,2018,1,0
"17577",607288,0.190825,-1896566.79481,1302682.2555,2018,1,0
"17578",607303,0.011176,-1881566.79481,1302682.2555,2021,1,0
"17579",607304,0.0160479,-1880566.79481,1302682.2555,2019,2,0
"17580",607305,0.0197745,-1879566.79481,1302682.2555,2019,1,0
"17581",607306,0.0404384,-1878566.79481,1302682.2555,2019,2,0
"17582",607307,0.105471,-1877566.79481,1302682.2555,2018,1,0
"17583",607307,0.105471,-1877566.79481,1302682.2555,2019,1,0
"17584",607307,0.105471,-1877566.79481,1302682.2555,2021,1,0
"17585",607308,0.0460542,-1876566.79481,1302682.2555,2017,3,0
"17586",607308,0.0460542,-1876566.79481,1302682.2555,2019,3,0
"17587",607308,0.0460542,-1876566.79481,1302682.2555,2020,1,0
"17588",607308,0.0460542,-1876566.79481,1302682.2555,2021,2,0
"17589",607331,0.412998,-1853566.79481,1302682.2555,2021,1,0
"17590",607370,1.11022e-16,-1814566.79481,1302682.2555,2019,2,0
"17591",607374,0.000356791,-1810566.79481,1302682.2555,2018,1,0
"17592",607375,0.00150028,-1809566.79481,1302682.2555,2017,2,0
"17593",607375,0.00150028,-1809566.79481,1302682.2555,2018,1,0
"17594",607375,0.00150028,-1809566.79481,1302682.2555,2019,1,0
"17595",607375,0.00150028,-1809566.79481,1302682.2555,2021,1,0
"17596",607383,0.010691,-1801566.79481,1302682.2555,2018,1,0
"17597",607385,0.00329335,-1799566.79481,1302682.2555,2019,1,0
"17598",607385,0.00329335,-1799566.79481,1302682.2555,2020,1,0
"17599",607386,0.00190534,-1798566.79481,1302682.2555,2019,1,0
"17600",607407,0.0134901,-1777566.79481,1302682.2555,2018,1,0
"17601",607469,0.0152439,-1715566.79481,1302682.2555,2018,1,0
"17602",607519,0.0301847,-1665566.79481,1302682.2555,2020,1,0
"17603",607521,0.790893,-1663566.79481,1302682.2555,2017,1,0
"17604",607521,0.790893,-1663566.79481,1302682.2555,2020,2,0
"17605",607521,0.790893,-1663566.79481,1302682.2555,2021,2,0
"17606",607591,0.0955798,-1593566.79481,1302682.2555,2019,2,0
"17607",607618,0.0093045,-1566566.79481,1302682.2555,2017,2,0
"17608",607618,0.0093045,-1566566.79481,1302682.2555,2018,1,0
"17609",607618,0.0093045,-1566566.79481,1302682.2555,2021,1,0
"17610",607672,0.0223015,-1512566.79481,1302682.2555,2020,2,0
"17611",607672,0.0223015,-1512566.79481,1302682.2555,2021,1,0
"17612",607677,0.00908255,-1507566.79481,1302682.2555,2018,7,0
"17613",607677,0.00908255,-1507566.79481,1302682.2555,2019,7,0
"17614",607677,0.00908255,-1507566.79481,1302682.2555,2021,23,0
"17615",607683,0.00483235,-1501566.79481,1302682.2555,2019,1,0
"17616",607683,0.00483235,-1501566.79481,1302682.2555,2020,2,0
"17617",607683,0.00483235,-1501566.79481,1302682.2555,2021,1,0
"17618",607687,0.00689559,-1497566.79481,1302682.2555,2020,1,0
"17619",607688,0.0128824,-1496566.79481,1302682.2555,2017,1,0
"17620",607689,0.001047,-1495566.79481,1302682.2555,2021,1,0
"17621",607690,0.023114,-1494566.79481,1302682.2555,2021,1,0
"17622",607691,0.00475077,-1493566.79481,1302682.2555,2017,1,0
"17623",607692,0.00543302,-1492566.79481,1302682.2555,2019,1,0
"17624",607692,0.00543302,-1492566.79481,1302682.2555,2021,2,0
"17625",607693,0.00488357,-1491566.79481,1302682.2555,2021,1,0
"17626",607701,0.00437681,-1483566.79481,1302682.2555,2021,1,0
"17627",607703,0.00683582,-1481566.79481,1302682.2555,2017,1,0
"17628",607703,0.00683582,-1481566.79481,1302682.2555,2018,1,0
"17629",607704,0.00338312,-1480566.79481,1302682.2555,2020,3,0
"17630",607704,0.00338312,-1480566.79481,1302682.2555,2021,1,0
"17631",607707,0.00766066,-1477566.79481,1302682.2555,2018,1,0
"17632",607708,0.00801061,-1476566.79481,1302682.2555,2021,1,0
"17633",607711,0.00596791,-1473566.79481,1302682.2555,2019,2,0
"17634",607711,0.00596791,-1473566.79481,1302682.2555,2020,1,0
"17635",607713,0.00789654,-1471566.79481,1302682.2555,2021,1,0
"17636",607714,0.0590322,-1470566.79481,1302682.2555,2020,6,0
"17637",607721,0.0269625,-1463566.79481,1302682.2555,2021,1,0
"17638",607729,0.0345574,-1455566.79481,1302682.2555,2018,6,0
"17639",607729,0.0345574,-1455566.79481,1302682.2555,2019,3,0
"17640",607729,0.0345574,-1455566.79481,1302682.2555,2021,3,0
"17641",607747,0.0343833,-1437566.79481,1302682.2555,2019,1,0
"17642",607749,0.0223642,-1435566.79481,1302682.2555,2019,105,0
"17643",607749,0.0223642,-1435566.79481,1302682.2555,2020,99,1
"17644",607749,0.0223642,-1435566.79481,1302682.2555,2021,24,0
"17645",607785,0.188061,-1399566.79481,1302682.2555,2020,1,0
"17646",607813,0.0785514,-1371566.79481,1302682.2555,2019,1,0
"17647",607814,0.198025,-1370566.79481,1302682.2555,2019,1,0
"17648",607817,0.165425,-1367566.79481,1302682.2555,2017,2,0
"17649",607817,0.165425,-1367566.79481,1302682.2555,2020,1,0
"17650",607818,0.601305,-1366566.79481,1302682.2555,2017,1,0
"17651",607818,0.601305,-1366566.79481,1302682.2555,2020,1,0
"17652",608033,0.0405627,-1151566.79481,1302682.2555,2020,1,0
"17653",608303,0.00592503,-1951566.79481,1301682.2555,2017,17,0
"17654",608303,0.00592503,-1951566.79481,1301682.2555,2018,1,0
"17655",608303,0.00592503,-1951566.79481,1301682.2555,2020,2,0
"17656",608303,0.00592503,-1951566.79481,1301682.2555,2021,1,0
"17657",608306,0.0457967,-1948566.79481,1301682.2555,2021,1,0
"17658",608307,0.119645,-1947566.79481,1301682.2555,2018,2,0
"17659",608307,0.119645,-1947566.79481,1301682.2555,2019,4,0
"17660",608307,0.119645,-1947566.79481,1301682.2555,2021,3,0
"17661",608308,0.0777637,-1946566.79481,1301682.2555,2018,8,0
"17662",608308,0.0777637,-1946566.79481,1301682.2555,2021,1,0
"17663",608312,0.217202,-1942566.79481,1301682.2555,2017,3,0
"17664",608312,0.217202,-1942566.79481,1301682.2555,2020,3,0
"17665",608312,0.217202,-1942566.79481,1301682.2555,2021,1,0
"17666",608313,0.0755333,-1941566.79481,1301682.2555,2017,16,0
"17667",608313,0.0755333,-1941566.79481,1301682.2555,2018,14,0
"17668",608313,0.0755333,-1941566.79481,1301682.2555,2019,26,0
"17669",608313,0.0755333,-1941566.79481,1301682.2555,2020,11,0
"17670",608313,0.0755333,-1941566.79481,1301682.2555,2021,33,0
"17671",608315,0.00145511,-1939566.79481,1301682.2555,2018,1,0
"17672",608315,0.00145511,-1939566.79481,1301682.2555,2019,2,0
"17673",608315,0.00145511,-1939566.79481,1301682.2555,2020,1,0
"17674",608315,0.00145511,-1939566.79481,1301682.2555,2021,3,0
"17675",608316,0.0707369,-1938566.79481,1301682.2555,2018,5,0
"17676",608316,0.0707369,-1938566.79481,1301682.2555,2020,3,0
"17677",608317,0.0168712,-1937566.79481,1301682.2555,2018,79,0
"17678",608317,0.0168712,-1937566.79481,1301682.2555,2019,53,0
"17679",608317,0.0168712,-1937566.79481,1301682.2555,2020,169,0
"17680",608317,0.0168712,-1937566.79481,1301682.2555,2021,71,0
"17681",608318,0.0925845,-1936566.79481,1301682.2555,2019,1,0
"17682",608318,0.0925845,-1936566.79481,1301682.2555,2021,7,0
"17683",608320,0.0466975,-1934566.79481,1301682.2555,2018,4,0
"17684",608320,0.0466975,-1934566.79481,1301682.2555,2019,1,0
"17685",608320,0.0466975,-1934566.79481,1301682.2555,2020,1,0
"17686",608320,0.0466975,-1934566.79481,1301682.2555,2021,2,0
"17687",608327,0.00256717,-1927566.79481,1301682.2555,2021,1,0
"17688",608358,0.251207,-1896566.79481,1301682.2555,2017,4,0
"17689",608358,0.251207,-1896566.79481,1301682.2555,2018,1,0
"17690",608358,0.251207,-1896566.79481,1301682.2555,2019,1,0
"17691",608358,0.251207,-1896566.79481,1301682.2555,2020,1,0
"17692",608358,0.251207,-1896566.79481,1301682.2555,2021,2,0
"17693",608359,0.0562568,-1895566.79481,1301682.2555,2017,3,0
"17694",608359,0.0562568,-1895566.79481,1301682.2555,2018,3,0
"17695",608375,0.0116184,-1879566.79481,1301682.2555,2017,4,0
"17696",608375,0.0116184,-1879566.79481,1301682.2555,2018,5,0
"17697",608375,0.0116184,-1879566.79481,1301682.2555,2019,5,0
"17698",608375,0.0116184,-1879566.79481,1301682.2555,2020,15,0
"17699",608375,0.0116184,-1879566.79481,1301682.2555,2021,19,0
"17700",608379,0.0341574,-1875566.79481,1301682.2555,2019,2,0
"17701",608380,0.0685695,-1874566.79481,1301682.2555,2019,1,0
"17702",608438,0.0165549,-1816566.79481,1301682.2555,2021,1,0
"17703",608439,0.0149346,-1815566.79481,1301682.2555,2017,13,0
"17704",608439,0.0149346,-1815566.79481,1301682.2555,2018,13,0
"17705",608439,0.0149346,-1815566.79481,1301682.2555,2019,13,0
"17706",608439,0.0149346,-1815566.79481,1301682.2555,2020,9,0
"17707",608439,0.0149346,-1815566.79481,1301682.2555,2021,12,0
"17708",608445,0.0135819,-1809566.79481,1301682.2555,2017,3,0
"17709",608445,0.0135819,-1809566.79481,1301682.2555,2018,1,0
"17710",608445,0.0135819,-1809566.79481,1301682.2555,2019,1,0
"17711",608445,0.0135819,-1809566.79481,1301682.2555,2021,1,0
"17712",608448,0.00184217,-1806566.79481,1301682.2555,2017,1,0
"17713",608458,0.00267362,-1796566.79481,1301682.2555,2017,3,0
"17714",608458,0.00267362,-1796566.79481,1301682.2555,2018,2,0
"17715",608458,0.00267362,-1796566.79481,1301682.2555,2019,1,0
"17716",608458,0.00267362,-1796566.79481,1301682.2555,2020,1,0
"17717",608477,0.00548958,-1777566.79481,1301682.2555,2018,1,0
"17718",608478,0.0164791,-1776566.79481,1301682.2555,2018,1,0
"17719",608684,0.0072079,-1570566.79481,1301682.2555,2018,1,0
"17720",608741,0.0375532,-1513566.79481,1301682.2555,2020,1,0
"17721",608748,0.00597039,-1506566.79481,1301682.2555,2021,1,0
"17722",608752,0.00489136,-1502566.79481,1301682.2555,2021,1,0
"17723",608754,0.00499758,-1500566.79481,1301682.2555,2018,2,1
"17724",608755,0.00532494,-1499566.79481,1301682.2555,2018,1,0
"17725",608757,0.00512392,-1497566.79481,1301682.2555,2017,1,0
"17726",608758,0.00834784,-1496566.79481,1301682.2555,2017,1,0
"17727",608761,0.00460128,-1493566.79481,1301682.2555,2018,1,0
"17728",608761,0.00460128,-1493566.79481,1301682.2555,2019,1,0
"17729",608761,0.00460128,-1493566.79481,1301682.2555,2020,1,0
"17730",608761,0.00460128,-1493566.79481,1301682.2555,2021,108,0
"17731",608762,0.00398554,-1492566.79481,1301682.2555,2021,1,0
"17732",608763,0.00438824,-1491566.79481,1301682.2555,2018,2,0
"17733",608763,0.00438824,-1491566.79481,1301682.2555,2021,1,0
"17734",608764,0.00424607,-1490566.79481,1301682.2555,2017,5,0
"17735",608764,0.00424607,-1490566.79481,1301682.2555,2018,5,0
"17736",608764,0.00424607,-1490566.79481,1301682.2555,2019,2,0
"17737",608766,0.00771083,-1488566.79481,1301682.2555,2019,3,0
"17738",608766,0.00771083,-1488566.79481,1301682.2555,2020,2,0
"17739",608766,0.00771083,-1488566.79481,1301682.2555,2021,2,0
"17740",608767,0.006162,-1487566.79481,1301682.2555,2019,1,0
"17741",608768,0.00324789,-1486566.79481,1301682.2555,2019,1,0
"17742",608769,0.00903664,-1485566.79481,1301682.2555,2020,3,0
"17743",608769,0.00903664,-1485566.79481,1301682.2555,2021,2,0
"17744",608771,0.00481092,-1483566.79481,1301682.2555,2020,1,0
"17745",608772,0.00579617,-1482566.79481,1301682.2555,2017,1,0
"17746",608773,0.00553498,-1481566.79481,1301682.2555,2017,1,0
"17747",608773,0.00553498,-1481566.79481,1301682.2555,2018,1,0
"17748",608773,0.00553498,-1481566.79481,1301682.2555,2020,6,0
"17749",608774,0.00444558,-1480566.79481,1301682.2555,2020,1,0
"17750",608776,0.00540429,-1478566.79481,1301682.2555,2020,1,0
"17751",608776,0.00540429,-1478566.79481,1301682.2555,2021,1,0
"17752",608781,0.0182939,-1473566.79481,1301682.2555,2017,1,0
"17753",608781,0.0182939,-1473566.79481,1301682.2555,2019,3,0
"17754",608781,0.0182939,-1473566.79481,1301682.2555,2020,4,0
"17755",608781,0.0182939,-1473566.79481,1301682.2555,2021,2,0
"17756",608783,0.0166669,-1471566.79481,1301682.2555,2017,2,0
"17757",608784,0.0473489,-1470566.79481,1301682.2555,2019,4,0
"17758",608784,0.0473489,-1470566.79481,1301682.2555,2021,1,0
"17759",608790,0.00969144,-1464566.79481,1301682.2555,2018,1,0
"17760",608790,0.00969144,-1464566.79481,1301682.2555,2019,1,0
"17761",608791,0.00440886,-1463566.79481,1301682.2555,2019,8,0
"17762",608792,0.0175138,-1462566.79481,1301682.2555,2019,1,0
"17763",608796,0.0210044,-1458566.79481,1301682.2555,2018,3,0
"17764",608802,0.105932,-1452566.79481,1301682.2555,2018,1,0
"17765",608802,0.105932,-1452566.79481,1301682.2555,2019,1,0
"17766",608815,0.0399983,-1439566.79481,1301682.2555,2021,1,0
"17767",608816,0.030149,-1438566.79481,1301682.2555,2019,2,0
"17768",608816,0.030149,-1438566.79481,1301682.2555,2020,3,0
"17769",608818,0.0300327,-1436566.79481,1301682.2555,2020,1,0
"17770",608819,0.0253197,-1435566.79481,1301682.2555,2020,2,0
"17771",608855,0.128554,-1399566.79481,1301682.2555,2020,1,0
"17772",608888,0.340554,-1366566.79481,1301682.2555,2017,1,0
"17773",608888,0.340554,-1366566.79481,1301682.2555,2020,2,0
"17774",608889,0.0996396,-1365566.79481,1301682.2555,2020,2,0
"17775",609024,0.258541,-1230566.79481,1301682.2555,2020,1,0
"17776",609024,0.258541,-1230566.79481,1301682.2555,2021,1,0
"17777",609025,0.210907,-1229566.79481,1301682.2555,2018,1,0
"17778",609371,0.0122492,-1951566.79481,1300682.2555,2020,1,0
"17779",609375,0.0289716,-1947566.79481,1300682.2555,2021,3,0
"17780",609376,0.0658465,-1946566.79481,1300682.2555,2019,1,0
"17781",609376,0.0658465,-1946566.79481,1300682.2555,2020,2,0
"17782",609376,0.0658465,-1946566.79481,1300682.2555,2021,1,0
"17783",609377,0.157081,-1945566.79481,1300682.2555,2017,1,0
"17784",609377,0.157081,-1945566.79481,1300682.2555,2019,1,0
"17785",609377,0.157081,-1945566.79481,1300682.2555,2020,1,0
"17786",609377,0.157081,-1945566.79481,1300682.2555,2021,2,0
